wave,flux
3500.02927779324,1.031150784472904
3500.1903965945,0.963489892214296
3500.35151539577,0.704507022191406
3500.51263419704,0.9875454594374209
3500.67375299831,1.018459421067537
3500.83487179958,0.6088902507805298
3500.99599060084,1.046357985437759
3501.15710940211,1.000336067449767
3501.31822820338,1.03605671153142
3501.47934700465,1.031203934019382
3501.64046580592,1.016986277008543
3501.80158460718,1.032486612561893
3501.96270340845,1.021060810988605
3502.12382220972,0.9522381122774335
3502.28494101099,0.4625074414648177
3502.44605981226,0.9335285323374165
3502.60717861352,0.7632290879357357
3502.76829741479,1.047576150994749
3502.92941621606,1.016319797705642
3503.09053501733,1.00286793110468
3503.2516538186,1.009171817885348
3503.41277261986,0.991988902756587
3503.57389142113,1.002536748279032
3503.7350102224,1.079006108448856
3503.89612902367,0.97713089765248
3504.05724782494,0.9892766694915719
3504.2183666262,1.002499287152054
3504.37948542747,0.9408928883571427
3504.54060422874,0.9841644733942633
3504.70172303001,1.021187216332999
3504.86284183128,0.6307469043782443
3505.02396063254,0.974169544689145
3505.18507943381,0.9932001068047279
3505.34619823508,0.9822112231580895
3505.50731703635,1.005579794195771
3505.66843583762,0.969365099228003
3505.82955463888,1.041008219332425
3505.99067344015,1.025066530225794
3506.15179224142,0.9068728864908949
3506.31291104269,0.5588161455089091
3506.47402984396,0.9019566016637753
3506.63514864522,0.9570494792203332
3506.79626744649,1.013652702466994
3506.95738624776,0.9664086515129337
3507.11850504903,0.9887576796255775
3507.2796238503,0.9753663365261344
3507.44074265156,0.9456292825557305
3507.60186145283,0.9292249616698754
3507.7629802541,0.9641333890346585
3507.92409905537,1.002978478082862
3508.08521785664,1.005893418599069
3508.2463366579,0.9936424141584122
3508.40745545917,0.9826987187631456
3508.56857426044,0.9715046976522907
3508.72969306171,0.9668309586652377
3508.89081186298,1.010003660896822
3509.05193066424,0.9906206578319208
3509.21304946551,0.9756988030557776
3509.37416826678,0.9944205672586582
3509.53528706805,0.9596741171050798
3509.69640586932,0.9343499731095073
3509.85752467058,0.7075524196888032
3510.01864347185,1.047013543261952
3510.17976227312,0.9067046278112661
3510.34088107439,0.4064838684597016
3510.50199987566,0.8714775869199149
3510.66311867692,0.9705626339201554
3510.82423747819,0.6633641580064082
3510.98535627946,1.037618926338888
3511.14647508073,1.042387031857806
3511.307593882,1.0206332548465
3511.46871268326,1.087676298410358
3511.62983148453,0.9648869875028351
3511.7909502858,0.9087323011846551
3511.95206908707,1.038687164756537
3512.11318788834,1.047598858365392
3512.2743066896,0.9597834079304295
3512.43542549087,1.034269090137295
