wave,flux
4742.421,0.9981456
4743.382,0.9990093
4744.343,1.006073
4745.304,1.003081
4746.265,1.003382
4747.227,1.00756
4748.187,1.002079
4749.148,0.9981554
4750.11,1.005256
4751.071,1.007167
4752.032,1.004162
4752.993,1.010702
4753.954,1.011652
4754.916,1.012604
4755.876,1.003965
4756.838,0.9952146
4757.799,0.9893072
4758.76,0.9919438
4759.721,0.9928318
4760.682,0.9951357
4761.644,1.001345
4762.604,1.002756
4763.565,1.001966
4764.527,1.002394
4765.488,0.995954
4766.449,0.9940096
4767.41,0.9997987
4768.371,1.006104
4769.333,0.9964955
4770.293,1.003245
4771.255,0.9960704
4772.216,1.001218
4773.177,1.008505
4774.138,1.01063
4775.099,1.006853
4776.061,1.004056
4777.021,1.003398
4777.982,1.001152
4778.944,1.001645
4779.905,0.9964986
4780.866,0.9950719
4781.827,1.006359
4782.788,1.007983
4783.75,0.9980269
4784.71,1.001294
4785.672,1.006156
4786.633,1.004531
4787.594,1.000633
4788.555,1.007243
4789.516,0.9953635
4790.478,0.9880828
4791.438,0.9930996
4792.399,0.9973714
4793.361,0.9999424
4794.322,0.9981115
4795.283,1.00265
4796.244,1.007497
4797.205,1.006976
4798.167,1.003913
4799.127,0.9965218
4800.089,0.9932121
4801.05,0.993801
4802.011,0.9903459
4802.972,0.9959722
4803.933,0.995105
4804.895,1.001045
4805.855,0.9986486
4806.816,0.9980792
4807.778,0.9986283
4808.739,0.999087
4809.7,0.9936154
4810.661,0.9923623
4811.622,0.9953138
4812.583,0.9967533
4813.544,0.9937891
4814.506,1.001071
4815.467,1.005282
4816.428,1.001352
4817.389,1.001912
4818.35,0.9993042
4819.312,0.9924013
4820.272,0.9956858
4821.233,0.9935939
4822.195,0.9944056
4823.156,0.9970666
4824.117,0.9933429
4825.078,1.002253
4826.039,0.9956107
4827.,0.9955832
4827.961,0.9938936
4828.923,0.9953554
4829.884,1.002486
4830.845,0.9941169
4831.806,0.9871202
4832.767,0.9860685
4833.729,0.9904857
4834.689,0.9954537
4835.65,0.9967095
4836.612,0.9957259
4837.573,0.9937421
4838.534,0.9931746
4839.495,0.9900846
4840.456,0.9824053
4841.417,0.9909127
4842.378,0.9886727
4843.34,0.9897133
4844.301,0.9948789
4845.262,0.9898008
4846.223,0.9905173
4847.184,0.9850729
4848.146,0.9924313
4849.106,0.9895561
4850.067,0.9894667
4851.029,0.9901106
4851.99,0.9831075
4852.951,0.9804351
4853.912,0.9820719
4854.873,0.9721968
4855.834,0.9524103
4856.795,0.9262219
4857.757,0.883312
4858.718,0.8533647
4859.679,0.8298863
4860.64,0.8194936
4861.601,0.8327296
4862.562,0.8644823
4863.523,0.9141687
4864.484,0.9492133
4865.446,0.9705989
4866.407,0.9789098
4867.368,0.9831148
4868.329,0.9847188
4869.29,0.9830045
4870.251,0.9864729
4871.212,0.9885201
4872.174,0.9837074
4873.135,0.9888027
4874.096,0.9954227
4875.057,1.000366
4876.018,0.996948
4876.979,1.001263
4877.94,0.9964008
4878.901,0.9912033
4879.863,0.9982199
4880.824,0.9983904
4881.785,0.9971719
4882.746,0.9964231
4883.707,0.9903272
4884.668,0.991158
4885.629,0.9953863
4886.591,0.9967151
4887.552,0.9943051
4888.513,0.9901185
4889.474,0.9877359
4890.435,0.9876059
4891.396,0.9926542
4892.357,1.001168
4893.318,1.004695
4894.28,1.00296
4895.241,1.005993
4896.202,1.011711
4897.163,1.004749
4898.124,1.002607
4899.085,1.004341
4900.046,1.00285
4901.008,1.00254
4901.969,1.00712
4902.93,1.004191
4903.891,0.9984021
4904.852,0.9995555
4905.813,0.9994047
4906.774,1.000083
4907.735,0.9966126
4908.697,0.9924539
4909.658,0.9972679
4910.619,1.003464
4911.58,1.002686
4912.541,1.005339
4913.502,1.003845
4914.463,1.005133
4915.425,1.000575
4916.386,1.003864
4917.347,0.9966946
4918.308,0.9897661
4919.269,0.9925765
4920.23,0.9923171
4921.191,0.9886366
4922.152,0.9904628
4923.114,0.9955727
4924.075,0.9973081
4925.036,1.001967
4925.997,1.004514
4926.958,0.9998775
4927.919,1.009351
4928.88,1.000729
4929.842,0.9907364
4930.803,0.9920829
4931.764,0.9877924
4932.725,0.9820604
4933.686,0.9823915
4934.647,0.9765722
4935.608,0.9796236
4936.569,0.9876385
4937.531,0.9897882
4938.492,0.9916591
4939.453,0.9945663
4940.414,0.9992229
4941.375,1.00202
4942.336,1.007898
4943.297,1.011263
4944.259,1.006481
4945.22,1.01025
4946.181,1.009085
4947.142,0.9984838
4948.103,1.00411
4949.064,1.00958
4950.025,1.010825
4950.986,1.011786
4951.948,1.010272
4952.909,1.003436
4953.87,0.9955647
4954.831,0.9959161
4955.792,0.9990732
4956.753,0.9914302
4957.714,0.9897001
4958.676,1.000614
4959.637,0.9949036
4960.598,1.005167
4961.559,1.003614
4962.52,1.009093
4963.481,1.00592
4964.442,1.005221
4965.403,1.009927
4966.365,1.014004
4967.326,1.00764
4968.287,1.00424
4969.248,1.007505
4970.209,1.007576
4971.17,1.007648
4972.131,1.008841
4973.093,1.005821
4974.054,1.008129
4975.015,1.006147
4975.976,1.008823
4976.937,1.010654
4977.898,1.003453
4978.859,1.0017
4979.82,0.9985358
4980.782,0.9962113
4981.743,0.9979672
4982.704,1.005894
4983.665,1.005098
4984.626,1.000999
4985.587,1.002004
4986.548,1.001793
4987.51,1.00305
4988.471,1.003572
4989.432,0.9925287
4990.393,0.9965401
4991.354,0.9963228
4992.315,1.003628
4993.276,0.9995486
4994.237,1.005648
4995.199,1.009802
4996.16,1.006312
4997.121,1.00498
4998.082,1.003798
4999.043,0.9987438
