mass,O3,N2,sSFR
9.82,-0.25,-0.59,-1.1865312320206414
9.8,-0.23,-0.59,-1.255932153780579
9.8,-0.21,-0.59,-1.2089355996381919
9.78,-0.19,-0.59,-1.1779397351717371
9.74,-0.17,-0.59,-1.0867872688476954
9.8,-0.15,-0.59,-1.0291481983975093
9.79,-0.13,-0.59,-1.049637262945705
9.76,-0.11,-0.59,-1.052430060904987
9.84,-0.09,-0.59,-1.0338201883112408
9.84,-0.07,-0.59,-0.8715172006938303
9.87,-0.05,-0.59,-0.961514865402112
9.88,-0.03,-0.59,-0.880000114440918
9.88,-0.01,-0.59,-0.8269216727901334
9.97,0.01,-0.59,-0.788156684533714
9.92,0.03,-0.59,-0.9377288529616159
9.91,0.05,-0.59,-0.7004848315911598
10.06,0.07,-0.59,-0.6206677257864364
9.99,0.09,-0.59,-0.5920597624461266
10.04,0.11,-0.59,-0.6455482776866859
10.11,0.13,-0.59,-0.6536336394780307
9.94,0.15,-0.59,-0.5283798872627212
10.06,0.17,-0.59,-0.6517604640120886
9.88,0.19,-0.59,-0.9068722619427501
10.16,0.21,-0.59,-0.5010350101973522
10.13,0.23,-0.59,-0.3071784629096115
10.14,0.25,-0.59,-0.45247139231367584
10.14,0.26,-0.59,-0.4068030904653668
10.04,0.29,-0.59,-1.3410299575170086
10.16,0.31,-0.59,-1.2357205749095446
10.36,0.33,-0.59,-0.7357175569064189
9.73,0.35,-0.59,0.5199322311698769
10.0,-0.81,-0.57,-0.931814154183666
9.55,-0.76,-0.56,-0.947940192935409
10.37,-0.69,-0.57,-1.2696293437286261
10.64,-0.66,-0.57,-1.2038376932477455
10.05,-0.63,-0.57,-1.1257209182322985
10.02,-0.61,-0.57,-1.5014865006284719
10.12,-0.58,-0.56,-1.2279052987984294
10.04,-0.57,-0.57,-1.4167506850144438
10.06,-0.55,-0.57,-1.416547745483781
10.03,-0.53,-0.57,-1.3310297286351727
10.03,-0.51,-0.57,-1.2518484653302355
10.04,-0.49,-0.57,-1.4167506850144438
9.95,-0.47,-0.57,-1.1865718281988737
10.02,-0.45,-0.57,-1.2876066806833908
9.96,-0.43,-0.57,-1.114902005528707
9.93,-0.41,-0.57,-1.2767878029053126
9.81,-0.39,-0.57,-1.4120604109446617
9.87,-0.37,-0.57,-1.2789352944624106
9.86,-0.35,-0.57,-1.178758429008898
9.86,-0.33,-0.57,-1.3159316197229618
9.89,-0.31,-0.57,-1.1739970156177808
9.86,-0.29,-0.57,-1.1879017998430594
9.84,-0.27,-0.57,-1.1324299846110417
9.83,-0.25,-0.57,-1.2067506468674711
9.8,-0.23,-0.57,-1.137242351174951
9.86,-0.21,-0.57,-1.1196369577699237
9.83,-0.19,-0.57,-1.0741250734832413
9.83,-0.17,-0.57,-1.0518486560650988
9.82,-0.15,-0.57,-1.0796369959168963
9.83,-0.13,-0.57,-1.0238199594294048
9.86,-0.11,-0.57,-1.002667142988665
9.84,-0.09,-0.57,-0.9105812146919661
9.9,-0.07,-0.57,-0.908773534385217
9.89,-0.05,-0.57,-0.894365144541613
9.94,-0.03,-0.57,-0.8001204954826999
10.02,-0.01,-0.57,-0.826875875339038
9.95,0.01,-0.57,-0.6689664496070122
10.01,0.03,-0.57,-0.7846909607152899
9.96,0.05,-0.57,-0.6904870905889311
9.98,0.07,-0.57,-0.5438368921613197
9.89,0.09,-0.57,-0.8293025119729567
10.02,0.11,-0.57,-0.4847063292683398
10.04,0.13,-0.57,-0.39951853625584555
10.03,0.15,-0.57,-0.3975424446482432
10.12,0.17,-0.57,-0.7343936000297884
10.01,0.19,-0.57,-0.7335384279956987
10.11,0.21,-0.57,-0.1424516929550581
10.01,0.23,-0.57,-1.1123731257952567
10.09,0.25,-0.57,-0.7555463841796488
10.31,0.27,-0.57,-0.9051667095192109
10.55,0.29,-0.57,-1.8687589630665151
9.79,0.31,-0.57,-0.6438719335707805
10.38,-1.03,-0.56,-3.3800001241481556
9.74,-0.87,-0.55,-1.2486380739437664
10.36,-0.84,-0.54,-1.1810227121269605
9.87,-0.81,-0.54,-1.106571904492819
9.65,-0.79,-0.54,-0.9779017616960868
10.31,-0.74,-0.55,-1.1732798509487026
10.3,-0.73,-0.54,-1.1013430919843028
10.42,-0.71,-0.55,-0.5862156907061493
10.39,-0.68,-0.54,-1.00083425050566
10.14,-0.67,-0.55,-1.2479057565621012
10.3,-0.65,-0.55,-1.1181566082397687
10.11,-0.63,-0.55,-1.1755011982096875
10.21,-0.61,-0.55,-1.1455420614167284
10.0,-0.59,-0.55,-1.013228252924204
10.23,-0.57,-0.55,-1.2387734580912717
10.07,-0.55,-0.55,-1.1835089804095418
10.11,-0.53,-0.55,-1.2069096632138105
10.08,-0.51,-0.55,-1.1609218400625974
10.01,-0.49,-0.55,-1.177491311607488
10.01,-0.47,-0.55,-1.2246703836864263
10.02,-0.45,-0.55,-1.3387592300953237
10.04,-0.43,-0.55,-1.2476082690146484
9.97,-0.41,-0.55,-1.184670421833399
9.9,-0.39,-0.55,-1.1676058414499924
9.94,-0.37,-0.55,-1.2679017235491141
9.89,-0.35,-0.55,-1.2465476691898356
9.9,-0.33,-0.55,-1.2010296141942547
9.88,-0.31,-0.55,-1.1318120855857199
9.9,-0.29,-0.55,-1.1757237723733809
9.88,-0.27,-0.55,-1.087608421602539
9.88,-0.25,-0.55,-1.0107683891129753
9.9,-0.23,-0.55,-1.1291476261929194
9.86,-0.21,-0.55,-1.0818483890362902
9.9,-0.19,-0.55,-1.0023725154436942
9.85,-0.17,-0.55,-1.023925567950883
9.87,-0.15,-0.55,-0.9723727824725028
9.93,-0.13,-0.55,-1.0057210326732164
9.92,-0.11,-0.55,-0.9562122410700518
9.94,-0.09,-0.55,-0.9809581755459149
10.02,-0.07,-0.55,-1.024365258982531
10.02,-0.05,-0.55,-0.8241007908451063
10.0,-0.03,-0.55,-0.7878123968665189
10.03,-0.01,-0.55,-0.7651819020833166
10.03,0.01,-0.55,-0.8368751505465575
10.1,0.03,-0.55,-0.5907978565740688
10.03,0.05,-0.55,-0.8996659568062686
10.03,0.07,-0.55,-0.6995859383326071
10.08,0.09,-0.55,-0.5322252218381376
10.14,0.11,-0.55,-0.5368559459140148
10.04,0.13,-0.55,-1.1649386984613272
10.13,0.15,-0.55,-0.5641522878890619
10.0,0.17,-0.55,-0.9065783114976398
10.15,0.19,-0.55,-0.8216199917577054
10.27,0.21,-0.55,-0.3679975653749086
10.0,0.23,-0.55,-0.5528419760537719
10.22,0.25,-0.55,-0.2691487932985872
10.16,0.27,-0.55,-0.28784358578262115
9.6,-0.95,-0.54,-0.7366775100019964
10.54,-0.85,-0.52,-1.168932117205781
10.05,-0.83,-0.53,-1.016576417990601
10.54,-0.81,-0.53,-1.7691479695156733
10.44,-0.79,-0.52,-1.0689317357360544
10.11,-0.77,-0.53,-1.2123725535906669
10.18,-0.75,-0.53,-1.115542328445537
10.15,-0.73,-0.53,-1.4967871162598048
10.35,-0.71,-0.53,-1.3246945396488528
10.33,-0.69,-0.53,-1.1231740438154265
10.27,-0.67,-0.53,-1.2286077631923682
10.12,-0.65,-0.53,-1.2009218019156247
10.11,-0.63,-0.53,-1.2711505674406265
10.11,-0.61,-0.53,-1.1961858080817205
10.14,-0.59,-0.53,-1.2055018848551953
10.09,-0.57,-0.53,-1.197905565827238
10.07,-0.55,-0.53,-1.1509216111807614
10.08,-0.53,-0.53,-1.28065937753958
10.06,-0.51,-0.53,-1.1849391562249991
10.06,-0.49,-0.53,-1.3610304152806805
10.03,-0.47,-0.53,-1.2976059558909103
10.02,-0.45,-0.53,-1.241849190122716
10.01,-0.43,-0.53,-1.1970868881688066
10.03,-0.41,-0.53,-1.217086392258162
10.0,-0.39,-0.53,-1.1739251864811564
9.94,-0.37,-0.53,-1.1765715993170378
9.97,-0.35,-0.53,-1.1776085741904296
9.93,-0.33,-0.53,-1.1306597590093066
9.91,-0.31,-0.53,-1.1318485797711535
9.92,-0.29,-0.53,-1.1206595301274707
9.94,-0.27,-0.53,-1.1139247668644572
9.94,-0.25,-0.53,-1.107490663108953
9.92,-0.23,-0.53,-1.0566772048262152
10.0,-0.21,-0.53,-1.013228252924204
9.96,-0.19,-0.53,-1.0204807831480345
9.96,-0.17,-0.53,-0.9822764383078031
9.94,-0.15,-0.53,-1.0369095869198652
9.94,-0.13,-0.53,-0.914693738562427
9.98,-0.11,-0.53,-0.9588102628890329
10.03,-0.09,-0.53,-0.8072832729840265
10.09,-0.07,-0.53,-0.9053087298913809
10.04,-0.05,-0.53,-0.8441002949344618
10.11,-0.03,-0.53,-0.7919363376443123
10.08,-0.01,-0.53,-0.8758799345786379
10.16,0.01,-0.53,-0.815607566230609
10.05,0.03,-0.53,-0.7577441109258256
10.11,0.05,-0.53,-0.8451818257893713
10.05,0.07,-0.53,-0.7599655687524614
10.01,0.09,-0.53,-0.9725737176419997
10.3,0.11,-0.53,-0.43430412179044353
10.14,0.13,-0.53,-0.5167510726474962
10.12,0.15,-0.53,-0.5661168681705266
10.17,0.17,-0.53,-0.7370307793062487
10.61,0.19,-0.53,-1.0488982605118977
10.46,0.21,-0.53,-0.5189858172139399
10.28,0.23,-0.53,-1.8328416997799746
10.43,0.24,-0.53,-0.9062538495246351
10.06,0.26,-0.54,0.23863435018082235
10.44,-0.94,-0.5,-1.4065758076390384
10.28,-0.94,-0.52,-1.1186317164543027
10.57,-0.91,-0.51,-1.513094848937424
10.56,-0.89,-0.51,-1.5643652208355583
10.38,-0.87,-0.51,-1.0163881453065784
10.61,-0.85,-0.51,-1.3872831966900812
10.38,-0.83,-0.51,-1.0789701187769367
10.3,-0.81,-0.51,-1.0986030572973409
10.24,-0.79,-0.51,-1.1681177831168288
10.12,-0.77,-0.51,-1.1029665621901295
10.18,-0.75,-0.51,-1.1230954592889866
10.32,-0.73,-0.51,-1.1646636732889846
10.4,-0.71,-0.51,-1.3469211768794889
10.2,-0.69,-0.51,-1.0096681244553452
10.23,-0.67,-0.51,-1.086984746451753
10.25,-0.65,-0.51,-1.1930951541132053
10.18,-0.63,-0.51,-1.1346773207921572
10.14,-0.61,-0.51,-1.153228596246958
10.17,-0.59,-0.51,-1.2561862276984197
10.17,-0.57,-0.51,-1.178773992148889
10.13,-0.55,-0.51,-1.1855174446440184
10.09,-0.53,-0.51,-1.1309587477505048
10.12,-0.51,-0.51,-1.1609584807216962
10.07,-0.49,-0.51,-1.1949384314325187
10.08,-0.47,-0.51,-1.1609218400625974
10.06,-0.45,-0.51,-1.2538204553400494
10.03,-0.43,-0.51,-1.1726672192826104
10.02,-0.41,-0.51,-1.1811513685270523
10.0,-0.39,-0.51,-1.1611509107633804
10.02,-0.37,-0.51,-1.1449391943719718
10.01,-0.35,-0.51,-1.123509514467159
9.98,-0.33,-0.51,-1.0935088278216512
10.0,-0.31,-0.51,-1.09151497984303
9.98,-0.29,-0.51,-1.0991859554052148
9.98,-0.27,-0.51,-1.0991859554052148
10.0,-0.25,-0.51,-1.0177287766676706
10.0,-0.23,-0.51,-1.0705810621040754
10.03,-0.21,-0.51,-1.0088104536238962
10.04,-0.19,-0.51,-1.0146941200321535
10.02,-0.17,-0.51,-1.0706104580992442
10.09,-0.15,-0.51,-1.0771629399460831
10.02,-0.13,-0.51,-0.933640616904281
10.08,-0.11,-0.51,-1.0932281766302587
10.1,-0.09,-0.51,-0.909668696659935
10.11,-0.07,-0.51,-0.8898915773698075
10.11,-0.05,-0.51,-0.7857172229716411
10.11,-0.03,-0.51,-0.8199650346948442
10.09,-0.01,-0.51,-0.7825041207954975
10.17,0.01,-0.51,-0.8603699169891357
10.26,0.03,-0.51,-1.1107811265074083
10.11,0.05,-0.51,-0.8669616079909517
10.36,0.07,-0.51,-0.7678228897479276
10.14,0.09,-0.51,-0.819854075047008
10.29,0.11,-0.51,-0.7754522117259253
10.08,0.13,-0.51,-0.3614982332549346
10.13,0.15,-0.51,-0.907283654453753
10.28,0.17,-0.51,-1.4876080401328124
10.24,0.19,-0.51,0.33042639120389694
10.44,0.21,-0.51,-1.1346482150374246
9.56,0.22,-0.52,-0.6966775481489691
10.06,-1.03,-0.5,-0.966578731114339
10.54,-0.96,-0.49,-1.1438006130939353
10.59,-0.94,-0.48,-1.2636643151030356
10.15,-0.9,-0.49,-1.4510296141942547
10.14,-0.88,-0.49,-0.6851554978467167
10.46,-0.87,-0.49,-1.190487090588931
10.37,-0.85,-0.49,-1.301814039742748
10.42,-0.83,-0.49,-1.1019367572610115
10.27,-0.81,-0.49,-1.1981184697623366
10.38,-0.79,-0.49,-1.157283654453753
10.34,-0.77,-0.49,-1.0871471308633165
10.36,-0.75,-0.49,-1.1839083976215647
10.25,-0.73,-0.49,-1.1007808976255724
10.36,-0.71,-0.49,-1.2201205717766452
10.3,-0.69,-0.49,-1.0670040706543933
10.27,-0.67,-0.49,-1.169629915933216
10.28,-0.65,-0.49,-1.1528949237883666
10.24,-0.63,-0.49,-1.1465780826158039
10.2,-0.61,-0.49,-1.2177285859328073
10.16,-0.59,-0.49,-1.11078182289293
10.21,-0.57,-0.49,-1.1765762654027103
10.16,-0.55,-0.49,-1.1822762475729398
10.15,-0.53,-0.49,-1.1768717660321055
10.1,-0.51,-0.49,-1.165501923002168
10.11,-0.49,-0.49,-1.1277284333449167
10.13,-0.47,-0.49,-1.1477288911085886
10.08,-0.45,-0.49,-1.1355172539091551
10.07,-0.43,-0.49,-1.1405807569282942
10.06,-0.41,-0.49,-1.1009590147793133
10.08,-0.39,-0.49,-1.1068720712078868
10.07,-0.37,-0.49,-1.1255170250273192
10.05,-0.35,-0.49,-1.1205812528389387
10.1,-0.33,-0.49,-1.122276781630557
10.06,-0.31,-0.49,-1.1569104261532637
10.05,-0.29,-0.49,-1.0957576928004134
10.09,-0.27,-0.49,-1.0771629399460831
10.06,-0.25,-0.49,-1.1009590147793133
10.08,-0.23,-0.49,-1.0977287003737253
10.14,-0.21,-0.49,-1.1314001796819237
10.09,-0.19,-0.49,-1.0606163536132875
10.08,-0.17,-0.49,-0.9307808213316271
10.13,-0.15,-0.49,-0.9901210295403171
10.18,-0.13,-0.49,-1.0186322886588925
10.18,-0.11,-0.49,-1.021637795823219
10.19,-0.09,-0.49,-0.9044422831784562
10.18,-0.07,-0.49,-0.9058424570136321
10.17,-0.05,-0.49,-0.9686029428564229
10.17,-0.03,-0.49,-1.0461484213134025
10.15,-0.01,-0.49,-0.8899282180289063
10.09,0.01,-0.49,-1.176186303992365
10.3,0.03,-0.49,-0.9595560645474706
10.27,0.05,-0.49,-0.7065193621846184
10.32,0.07,-0.49,-0.7936604309936914
10.31,0.09,-0.49,-0.7836611557861719
10.36,0.11,-0.49,-1.314676672293622
10.25,0.13,-0.49,-1.0195510664400942
10.34,0.15,-0.49,-0.6427708081648174
9.93,0.16,-0.49,-1.3502167140086492
10.79,0.18,-0.5,-1.7446769774694033
10.64,-0.95,-0.46,-1.4756474761910425
10.39,-0.91,-0.46,-0.7595724702376625
10.23,-0.89,-0.47,-1.0716370328837659
10.34,-0.87,-0.47,-1.1146908844213446
10.4,-0.85,-0.47,-1.1904846027093239
10.24,-0.83,-0.47,-1.0907806687437365
10.39,-0.81,-0.47,-0.9938009945636619
10.5,-0.79,-0.47,-1.1363880308656604
10.42,-0.77,-0.47,-1.2468138051019704
10.39,-0.75,-0.47,-1.1494510926598345
10.36,-0.73,-0.47,-1.1244712025457062
10.34,-0.71,-0.47,-1.1172836926007257
10.3,-0.69,-0.47,-1.0520269290530067
10.32,-0.67,-0.47,-1.0972832348370538
10.31,-0.65,-0.47,-1.1086032861791768
10.24,-0.63,-0.47,-1.1001206862175632
10.28,-0.61,-0.47,-1.1369849371866163
10.19,-0.59,-0.47,-1.133094734496506
10.23,-0.57,-0.47,-1.1472141582281257
10.24,-0.55,-0.47,-1.106460858179835
10.17,-0.53,-0.47,-1.0908188129890082
10.19,-0.51,-0.47,-1.1407815558641214
10.18,-0.49,-0.47,-1.119302473825984
10.17,-0.47,-0.47,-1.120782051774766
10.18,-0.45,-0.47,-1.1118144593594472
10.13,-0.43,-0.47,-1.1129667910719654
10.16,-0.41,-0.47,-1.1030950015253147
10.15,-0.39,-0.47,-1.0930947726434788
10.18,-0.37,-0.47,-1.1008190418708441
10.16,-0.35,-0.47,-1.1388105680648142
10.13,-0.33,-0.47,-1.1171629017991105
10.14,-0.31,-0.47,-1.0572149593145515
10.16,-0.29,-0.47,-1.0808185841071722
10.13,-0.27,-0.47,-1.1088108350936228
10.17,-0.25,-0.47,-1.0872146922857429
10.18,-0.23,-0.47,-1.1506165062011782
10.18,-0.21,-0.47,-1.0936404643163904
10.19,-0.19,-0.47,-0.9347270867848696
10.18,-0.17,-0.47,-1.024664283640547
10.25,-0.15,-0.47,-1.076813728808025
10.19,-0.13,-0.47,-0.9913424816327403
10.29,-0.11,-0.47,-0.8201779388549415
10.28,-0.09,-0.47,-0.9145117605769659
10.27,-0.07,-0.47,-0.9777443779546342
10.16,-0.05,-0.47,-0.7483801542915298
10.32,-0.03,-0.47,-1.0599282943228516
10.22,-0.01,-0.47,-1.0896664908638858
10.29,0.01,-0.47,-1.0112463663498765
10.28,0.03,-0.47,-0.8873027746810536
10.23,0.05,-0.47,-1.3607678169083854
10.26,0.07,-0.47,-1.1527902689412066
10.29,0.09,-0.47,-1.1024792517743691
10.06,0.11,-0.47,-1.4802168284495671
10.26,0.13,-0.48,-0.35745346200866024
10.35,0.14,-0.48,-0.4236579564361591
10.53,-0.93,-0.45,-1.480781708452012
10.54,-0.91,-0.45,-1.2015434549492099
10.42,-0.89,-0.45,-0.7936597069606268
10.23,-0.87,-0.45,-1.077711210978551
10.35,-0.85,-0.45,-1.0135406323520542
10.32,-0.83,-0.45,-0.9815431879204013
10.35,-0.81,-0.45,-1.1144719273381867
10.39,-0.79,-0.45,-0.9990652294848132
10.28,-0.77,-0.45,-1.062515795032672
10.39,-0.75,-0.45,-1.1158424951606047
10.4,-0.73,-0.45,-1.1077435387212358
10.36,-0.71,-0.45,-1.1558796675498293
10.35,-0.69,-0.45,-1.066699162473416
10.39,-0.67,-0.45,-1.0889703476587727
10.35,-0.65,-0.45,-1.0851825505818518
10.33,-0.63,-0.45,-1.0771469019814806
10.3,-0.61,-0.45,-1.1153087680383535
10.27,-0.59,-0.45,-1.0910235132133863
10.28,-0.57,-0.45,-1.0924790228925332
10.28,-0.55,-0.45,-1.1010227884209058
10.21,-0.53,-0.45,-1.1308187748420355
10.25,-0.51,-0.45,-1.079738279008076
10.26,-0.49,-0.45,-1.1077118976240588
10.22,-0.47,-0.45,-1.1094105695722103
10.23,-0.45,-0.45,-1.1160562058593175
10.22,-0.43,-0.45,-1.1408190037238715
10.22,-0.41,-0.45,-1.1027289903429143
10.25,-0.39,-0.45,-1.0624792899213418
10.21,-0.37,-0.45,-1.0927287614610783
10.24,-0.35,-0.45,-1.1227284944322697
10.24,-0.33,-0.45,-1.0786317546012754
10.22,-0.31,-0.45,-1.0738722387465618
10.25,-0.29,-0.45,-1.0681564175049054
10.27,-0.27,-0.45,-1.0269624090773775
10.2,-0.25,-0.45,-1.0013427105145762
10.23,-0.23,-0.45,-1.1227895822956988
10.19,-0.21,-0.45,-0.9204866328252592
10.29,-0.19,-0.45,-1.1438719335707805
10.3,-0.17,-0.45,-1.0077441109258256
10.3,-0.15,-0.45,-1.1507810883604357
10.16,-0.13,-0.45,-0.8999284469107423
10.31,-0.11,-0.45,-1.1058804304892824
10.24,-0.09,-0.45,-0.9635379702320268
10.36,-0.07,-0.45,-1.0951818257893713
10.32,-0.05,-0.45,-0.7636972055618063
10.36,-0.03,-0.45,-0.945026324636256
10.38,-0.01,-0.45,-0.8886384339671451
10.28,0.01,-0.45,-0.768116371992317
10.17,0.03,-0.45,-0.8668040209340315
10.23,0.05,-0.45,-1.4741246920135147
10.32,0.07,-0.45,-1.027743615015181
10.26,0.09,-0.46,-0.2233713289515631
10.83,-0.97,-0.42,-0.8929838353938653
10.06,-0.93,-0.43,-0.6708343267996053
10.36,-0.92,-0.44,-0.7165469707779799
10.26,-0.89,-0.43,-1.0839089698261546
10.44,-0.87,-0.43,-1.105545811975059
10.57,-0.85,-0.43,-0.9355224304292715
10.43,-0.83,-0.43,-1.0975618259962001
10.46,-0.81,-0.43,-1.1175773479116877
10.41,-0.79,-0.43,-0.9612935363506345
10.34,-0.77,-0.43,-1.0282463016339776
10.48,-0.75,-0.43,-1.008707825580423
10.42,-0.73,-0.43,-1.089586281655361
10.37,-0.71,-0.43,-1.1004869380010405
10.39,-0.69,-0.43,-0.9868798270581074
10.4,-0.67,-0.43,-1.019788359561355
10.41,-0.65,-0.43,-1.0836640099272543
10.37,-0.63,-0.43,-1.0540295541080997
10.36,-0.61,-0.43,-1.0766984376809354
10.35,-0.59,-0.43,-1.0555341490008932
10.31,-0.57,-0.43,-1.0795514860567934
10.34,-0.55,-0.43,-1.0751823217000158
10.34,-0.53,-0.43,-1.0871471308633165
10.39,-0.51,-0.43,-1.091147264831763
10.31,-0.49,-0.43,-1.1368141484247243
10.31,-0.47,-0.43,-1.1058804304892824
10.32,-0.45,-0.43,-1.0972832348370538
10.31,-0.43,-0.43,-1.0795514860567934
10.32,-0.41,-0.43,-1.1186025613866963
10.28,-0.39,-0.43,-1.0981561504760968
10.28,-0.37,-0.43,-1.1097380119792675
10.33,-0.35,-0.43,-1.1231740438154265
10.3,-0.33,-0.43,-1.189410493278265
10.31,-0.31,-0.43,-1.1397386986247753
10.34,-0.29,-0.43,-1.155308729891381
10.33,-0.27,-0.43,-1.1396682388962631
10.34,-0.25,-0.43,-1.0612465570847398
10.35,-0.23,-0.43,-1.10202711978787
10.28,-0.21,-0.43,-1.0731738530805632
10.37,-0.19,-0.43,-1.144690617392536
10.33,-0.17,-0.43,-1.1396682388962631
10.32,-0.15,-0.43,-1.0972832348370538
10.26,-0.13,-0.43,-1.0613431301312755
10.43,-0.11,-0.43,-0.9303132107612395
10.32,-0.09,-0.43,-1.036698475827908
10.34,-0.07,-0.43,-1.2793023212380934
10.27,-0.05,-0.43,-1.0498923784562333
10.3,-0.03,-0.43,-1.1538721624526165
10.27,-0.01,-0.43,-0.8091025992426601
10.41,0.01,-0.43,-1.529186260580996
10.24,0.03,-0.44,-1.1430897581101078
10.52,0.04,-0.44,-1.8967511809250883
10.72,-0.91,-0.41,-1.310067154978558
10.53,-0.87,-0.41,-1.0782133091550428
10.4,-0.85,-0.41,-0.9171260403711976
10.37,-0.83,-0.41,-1.0755336530902486
10.51,-0.81,-0.41,-1.1445122564876105
10.5,-0.79,-0.41,-1.0003129055854583
10.45,-0.77,-0.41,-1.0661844295929548
10.42,-0.75,-0.41,-1.052644169488545
10.5,-0.73,-0.41,-1.0638373499249916
10.47,-0.71,-0.41,-1.1275775767935237
10.41,-0.69,-0.41,-1.0816202206395413
10.45,-0.67,-0.41,-1.1195860146265524
10.43,-0.65,-0.41,-1.0682724781620028
10.41,-0.63,-0.41,-1.0919365283791755
10.46,-0.61,-0.41,-1.0603263183160365
10.41,-0.59,-0.41,-1.0755460790038676
10.41,-0.57,-0.41,-1.0857174137065044
10.42,-0.55,-0.41,-1.1458422281317961
10.41,-0.53,-0.41,-1.0775613682325282
10.42,-0.51,-0.41,-1.1277439964849076
10.39,-0.49,-0.41,-1.0595865486841696
10.37,-0.47,-0.41,-1.1075487856440098
10.37,-0.45,-0.41,-1.147283425571917
10.4,-0.43,-0.41,-1.1121978757904962
10.37,-0.41,-0.41,-1.109928485057715
10.37,-0.39,-0.41,-1.176875303134448
10.41,-0.37,-0.41,-1.2368135762201344
10.35,-0.35,-0.41,-1.1378127783362455
10.37,-0.33,-0.41,-1.1244872200982012
10.35,-0.31,-0.41,-1.1144719273381867
10.41,-0.29,-0.41,-1.1744713932805695
10.38,-0.27,-0.41,-1.1151822835530432
10.44,-0.25,-0.41,-1.225155736123794
10.31,-0.23,-0.41,-1.2344534373413705
10.47,-0.21,-0.41,-1.2147277734303774
10.32,-0.19,-0.41,-1.1646636732889846
10.43,-0.17,-0.41,-1.312729028489887
10.38,-0.15,-0.41,-0.9551184637963939
10.31,-0.13,-0.41,-1.157712088358922
10.35,-0.11,-0.41,-1.151343282719166
10.37,-0.09,-0.41,-0.9843936000297884
10.52,-0.07,-0.41,-1.0487087411077667
10.42,-0.05,-0.41,-1.2994261278307828
10.49,-0.03,-0.41,-1.3197380501262401
10.58,-0.01,-0.42,-1.0721440481514453
10.6,-0.96,-0.39,-2.122879109492752
10.69,-0.93,-0.39,-0.9841358746218312
10.5,-0.9,-0.4,-0.560480756902658
10.66,-0.89,-0.39,-1.1209237438311774
10.58,-0.87,-0.39,-1.2126440169006543
10.44,-0.85,-0.39,-1.0975768901480158
10.55,-0.83,-0.39,-1.1920653491840874
10.39,-0.81,-0.39,-1.1469622946364595
10.41,-0.79,-0.39,-1.087780572400833
10.39,-0.77,-0.39,-1.0226444365173535
10.43,-0.75,-0.39,-1.0150269731347912
10.38,-0.73,-0.39,-0.9518653095941119
10.5,-0.71,-0.39,-1.052841976053772
10.51,-0.69,-0.39,-1.0387085122259307
10.5,-0.67,-0.39,-1.0654310913976897
10.53,-0.65,-0.39,-1.1607838914908761
10.47,-0.63,-0.39,-1.1026443602234082
10.45,-0.61,-0.39,-1.109555683077744
10.45,-0.59,-0.39,-1.0863878401307971
10.49,-0.57,-0.39,-1.1677804961068876
10.42,-0.55,-0.39,-1.0957176425883404
10.43,-0.53,-0.39,-1.114029973724799
10.44,-0.51,-0.39,-1.1325035485909076
10.46,-0.49,-0.39,-1.2144873726860919
10.48,-0.47,-0.39,-1.15161991546376
10.45,-0.45,-0.39,-1.1319364902322029
10.47,-0.43,-0.39,-1.1315437601249911
10.43,-0.41,-0.39,-1.1512467096726304
10.46,-0.39,-0.39,-1.11955591195958
10.41,-0.37,-0.39,-1.1199652254297074
10.42,-0.35,-0.39,-1.2497383553020214
10.46,-0.33,-0.39,-1.2071470164223985
10.36,-0.31,-0.39,-1.1668750742526122
10.44,-0.29,-0.39,-1.1015430734794833
10.49,-0.27,-0.39,-1.1933345766730419
10.43,-0.25,-0.39,-1.1844876397149005
10.4,-0.23,-0.39,-1.1328278845302933
10.47,-0.21,-0.39,-1.2578126638953275
10.46,-0.19,-0.39,-1.1835382372608354
10.39,-0.17,-0.39,-1.2727290666368596
10.43,-0.15,-0.39,-1.1771472834512071
10.48,-0.13,-0.39,-1.450615743261725
10.5,-0.11,-0.39,-1.4625734887601638
10.59,-0.09,-0.39,-1.1920601439158531
10.46,-0.07,-0.4,-0.9887083214910675
10.32,-0.06,-0.4,-0.6977856659270092
10.43,-0.94,-0.36,-1.5005813672798567
10.06,-0.88,-0.37,-0.7215439127128818
10.78,-0.87,-0.37,-1.0113616401905379
10.47,-0.85,-0.37,-0.7581930299453745
10.5,-0.83,-0.37,-1.188246149046087
10.49,-0.81,-0.37,-0.889026874393382
10.51,-0.79,-0.37,-0.9290752597286662
10.47,-0.77,-0.37,-1.106388297894469
10.53,-0.75,-0.37,-1.0890906524066093
10.51,-0.73,-0.37,-1.1370882452165194
10.54,-0.71,-0.37,-1.0162535062018812
10.5,-0.69,-0.37,-1.1536470199523947
10.45,-0.67,-0.37,-1.095891371950371
10.51,-0.65,-0.37,-1.0950268968408459
10.53,-0.63,-0.37,-0.9959736172267402
10.47,-0.61,-0.37,-1.1256079858473083
10.54,-0.59,-0.37,-1.195607680671527
10.52,-0.57,-0.37,-1.1452521327244796
10.5,-0.55,-0.37,-1.1798537317242541
10.5,-0.53,-0.37,-1.0951662899025116
10.53,-0.51,-0.37,-1.191543226067374
10.47,-0.49,-0.37,-1.1582464160748955
10.52,-0.47,-0.37,-1.163974604219673
10.43,-0.45,-0.37,-1.2453088824792715
10.51,-0.43,-0.37,-1.133423250942526
